,0,1,2,3,4,5,6,7,8,9,10,11,date
4371,中国银行股份有限公司,BCHINA 2.85 06/07/20,-,2.85,-,3000.00 百万,2018-06-07,General Corporate Purposes Project Finance Sustainability Bond/Loan,--,--,金融债,99409,2020/06/07
4372,平安不动产有限公司,PINGRE 5.1 06/04/19,-,5.1,-,250.00 百万,2018-06-06,"一般企业用途,再融资",--,--,地产债,849,2019/06/04
4373,花样年控股集团有限公司,FTHDGR 8.5 06/04/19,-,8.5,-,100.00 百万,2018-06-05,再融资,--,--,地产债,840,2019/06/04
4374,万国数据控股有限公司,GDSHDG 2 06/01/25,94.292,2,-,300.00 百万,2018-06-05,"一般企业用途,运营资本,再融资",2023/6/1,2023/6/1,产业债,844,2025/06/01
4375,万国数据控股有限公司,GDSHDG 2 06/01/25,94.840,2,-,300.00 百万,2018-06-05,"一般企业用途,运营资本,再融资",2023/6/1,2023/6/1,产业债,845,2025/06/01
4376,九龙仓集团有限公司,WHARF 2.9 06/05/20,-,2.9,-,480.00 百万,2018-06-05,--,--,--,地产债,99462,2020/06/05
4377,时代中国控股有限公司,TPHL 7.85 06/04/21,100.000,7.85,-,450.00 百万,2018-06-04,"一般企业用途,再融资",2020/6/4,2020/6/4,地产债,850,2021/06/04
4378,中国建设银行股份有限公司,CCB 0 08/31/18,99.809,0,2.895,100.00 百万,2018-06-04,--,--,--,金融债,27548,2018/08/31
4379,交通银行股份有限公司,BOCOM 0 09/04/18,99.778,0,2.895,40.00 百万,2018-06-01,--,--,--,金融债,27655,2018/09/04
4380,中国海外宏洋集团有限公司,COGO 4.875 06/01/21,100.000,4.875,-,500.00 百万,2018-06-01,"一般企业用途,再融资",--,--,地产债,852,2021/06/01
4381,招商银行股份有限公司,CHINAM Float 06/01/21,100.000,3mL+77.5,-,500.00 百万,2018-06-01,"一般企业用途,运营资本",--,--,金融债,854,2021/06/01
4382,九龙仓集团有限公司,WHARF 2.93 06/01/20,-,2.93,-,500.00 百万,2018-06-01,--,--,--,地产债,99453,2020/06/01
4383,中国工商银行(澳门)股份有限公司,ICBCAS 0 02/28/19,100.000,0,-,40.00 百万,2018-05-30,--,--,--,金融债,27726,2019/02/28
4384,中国工商银行股份有限公司,ICBCAS 0 05/29/19,97.633,0,2.997,100.00 百万,2018-05-30,--,--,--,金融债,27746,2019/05/29
4385,交通银行股份有限公司,BOCOM 0 08/30/18,100.000,0,-,100.00 百万,2018-05-30,--,--,--,金融债,27498,2018/08/30
4386,第一太平有限公司,FIRPAC 5.75 05/30/25,104.841,5.75,4.244,175.00 百万,2018-05-30,再融资,2022/5/30,2022/5/30,产业债,3474,2025/05/30
4387,冠君产业信托,CPREIT 2.85 05/29/20,-,2.85,-,200.00 百万,2018-05-29,--,--,--,地产债,99449,2020/05/29
4388,中国工商银行股份有限公司,ICBCAS 0 09/21/18,99.651,0,2.895,100.00 百万,2018-05-25,--,--,--,金融债,27665,2018/09/21
4389,鞍钢股份有限公司,ANGSTL 0 05/25/23,-,0,-,1850.00 百万,2018-05-25,--,2021/5/25,2021/5/25,产业债,102427,2023/05/25
4390,交通银行股份有限公司,BOCOM 0 05/23/19,97.683,0,2.994,70.00 百万,2018-05-25,--,--,--,金融债,27705,2019/05/23
4391,万科企业股份有限公司,VNKRLE Float 05/25/23,96.020,3mL+155,-,650.00 百万,2018-05-25,--,--,--,地产债,855,2023/05/25
4392,中国长城资产(国际)控股有限公司,GRWALL 4.375 05/25/23,98.053,4.375,7.072,600.00 百万,2018-05-25,"一般企业用途,运营资本,再融资",--,--,金融债,858,2023/05/25
4393,交通银行股份有限公司,BOCOM 0 05/24/19,97.675,0,2.994,100.00 百万,2018-05-25,--,--,--,金融债,27639,2019/05/24
4394,中国工商银行股份有限公司,ICBCAS 0 11/26/18,99.136,0,2.905,100.00 百万,2018-05-24,--,--,--,金融债,27672,2018/11/26
4395,中国建设银行股份有限公司,CCB 0 08/24/18,99.865,0,2.895,150.00 百万,2018-05-24,--,--,--,金融债,27733,2018/08/24
4396,华南城控股有限公司,CSCHCN 10.875 08/24/20,100.000,10.875,-,250.00 百万,2018-05-24,"一般企业用途,再融资",--,--,地产债,856,2020/08/24
4397,遵义道桥建设(集团)有限公司,ZYRDBG 6.2 05/22/19,-,6.2,-,140.00 百万,2018-05-24,"一般企业用途,再融资",--,--,城投债,859,2019/05/22
4398,南海控股有限公司,NANHAC 9.75 05/23/19,100.000,9.75,-,120.00 百万,2018-05-24,再融资,--,--,地产债,860,2019/05/23
4399,绿地控股集团有限公司,GRNLGR 6.75 05/22/19,100.000,6.75,-,500.00 百万,2018-05-24,"一般企业用途,再融资",--,--,地产债,861,2019/05/22
4400,九龙仓集团有限公司,WHARF 3.2 05/24/21,-,3.2,-,100.00 百万,2018-05-24,--,--,--,地产债,99513,2021/05/24
4401,中升集团控股有限公司,ZHOSHK 0 05/23/23,-,0,-,4700.00 百万,2018-05-23,一般企业用途、再融资,2021/5/23,2021/5/23,产业债,102169,2023/05/23
4402,中国建设银行股份有限公司,CCB 0 08/23/18,100.000,0,-,100.00 百万,2018-05-23,--,--,--,金融债,27694,2018/08/23
4403,新城控股集团股份有限公司,FTLNHD 7.125 05/23/21,100.000,7.125,-,300.00 百万,2018-05-23,"项目融资,再融资",2020/5/23,2020/5/23,地产债,862,2021/05/23
4404,中国航空技术国际控股有限公司,CATIC 4.375 05/23/21,100.000,4.375,-,500.00 百万,2018-05-23,"一般企业用途,运营资本,再融资",--,--,产业债,863,2021/05/23
4405,中国建设银行股份有限公司,CCB 0 08/23/18,100.000,0,-,28.00 百万,2018-05-23,--,--,--,金融债,27807,2018/08/23
4406,海通国际证券集团有限公司,HTISEC 5.2 05/22/19,-,5.2,-,1090.00 百万,2018-05-23,--,--,--,金融债,99527,2019/05/22
4407,G3 EXPLORATION LIMITED,GELNNO 0 PERP,-,0,-,4.40 百万,2018-05-22,--,--,--,产业债,3313,PERP
4408,国泰君安国际控股有限公司,GUOTJU 2 11/21/18,-,2,-,100.00 百万,2018-05-21,--,--,--,金融债,99626,2018/11/21
4409,中银航空租赁有限公司,BOCAVI Float 05/21/25,99.396,3mL+130,-,350.00 百万,2018-05-21,资本支出、一般企业用途、再融资,--,--,产业债,103264,2025/05/21
4410,北大方正集团有限公司,FOUIHK Float 05/21/21,9.850,3mL+400,-,310.00 百万,2018-05-21,"一般企业用途,再融资",--,--,产业债,865,2021/05/21
4411,中国工商银行股份有限公司,ICBCAS Float 05/21/21,100.000,3mL+75,-,300.00 百万,2018-05-21,--,--,--,金融债,867,2021/05/21
4412,中华人民共和国(香港特区政府),HKGB 1.79 05/21/20,-,1.79,-,1200.00 百万,2018-05-21,--,--,--,政府债,99435,2020/05/21
4413,中国建设银行股份有限公司,CCB 0 11/21/18,99.176,0,2.902,150.00 百万,2018-05-21,--,--,--,金融债,27558,2018/11/21
4414,西证国际证券股份有限公司,SWSECU 6 05/10/19,-,6,-,780.00 百万,2018-05-18,Working Capital Refinance,--,--,金融债,99625,2019/05/10
4415,中国建设银行股份有限公司,CCB 0 08/17/18,100.000,0,-,100.00 百万,2018-05-18,--,--,--,金融债,27715,2018/08/17
4416,交通银行股份有限公司,BOCOM 2.95 05/18/20,-,2.95,-,3000.00 百万,2018-05-18,General Corporate Purposes Working Capital,--,--,金融债,99413,2020/05/18
4417,凯基国际(香港)有限公司,KGIINT 6 09/25/20,-,6,-,20.00 百万,2018-05-18,--,--,--,金融债,99673,2020/09/25
4418,中国工商银行股份有限公司,ICBCAS 0 11/16/18,99.216,0,2.900,100.00 百万,2018-05-18,--,--,--,金融债,27747,2018/11/16
4419,中国工商银行股份有限公司,ICBCAS 0 05/17/19,97.733,0,2.991,100.00 百万,2018-05-18,--,--,--,金融债,27752,2019/05/17
4420,中国工商银行股份有限公司,ICBCAS 0 08/20/18,100.000,0,-,100.00 百万,2018-05-18,--,--,--,金融债,27509,2018/08/20
4421,中国建设银行股份有限公司,CCB 0 08/21/18,100.000,0,-,100.00 百万,2018-05-18,--,--,--,金融债,27766,2018/08/21
4422,中国工商银行股份有限公司,ICBCAS 0 05/16/19,97.742,0,2.990,50.00 百万,2018-05-17,--,--,--,金融债,27683,2019/05/16
4423,绿景(中国)地产投资有限公司,LVGEM 5 05/17/23,-,5,-,100.00 百万,2018-05-17,--,2022/5/17,2022/5/17,地产债,857,2023/05/17
4424,五矿地产有限公司,MINMET 7 PERP,100.072,7,-,200.00 百万,2018-05-17,"一般企业用途,再融资",2021/5/17,2021/5/17,产业债,869,PERP
4425,中国华电集团有限公司,HUADIA 3.875 05/17/23,100.038,3.875,3.813,600.00 百万,2018-05-17,再融资,--,--,产业债,870,2023/05/17
4426,交通银行股份有限公司,BOCOM Float 05/17/23,100.232,3mL+85,-,700.00 百万,2018-05-17,"一般企业用途,运营资本",--,--,金融债,872,2023/05/17
4427,交通银行股份有限公司,BOCOM Float 05/17/21,100.000,L+75,-,600.00 百万,2018-05-17,"一般企业用途,运营资本",--,--,金融债,874,2021/05/17
4428,中国建设银行股份有限公司,CCB 2.3 08/17/18,99.982,2.3,2.895,45.50 百万,2018-05-17,--,--,--,金融债,27563,2018/08/17
4429,渣打银行(香港)有限公司,STANLN 2.75 05/18/20,-,2.75,-,2.00 百万,2018-05-16,--,--,--,金融债,100935,2020/05/18
4430,广州金融控股集团有限公司,GZFINH 4.25 05/16/21,100.000,4.25,-,250.00 百万,2018-05-16,--,--,--,城投债,873,2021/05/16
4431,中信证券股份有限公司,CSILTD 3.2 05/15/19,-,3.2,-,150.00 百万,2018-05-16,投资,--,--,金融债,877,2019/05/15
4432,中国建设银行股份有限公司,CCB 0 08/16/18,99.928,0,2.895,100.00 百万,2018-05-16,--,--,--,金融债,27603,2018/08/16
4433,中国建设银行股份有限公司,CCB 0 06/15/18,100.000,0,-,300.00 百万,2018-05-15,--,--,--,金融债,27961,2018/06/15
4434,西证国际证券股份有限公司,SWSECU 6.75 05/13/19,100.000,6.75,-,150.00 百万,2018-05-15,"一般企业用途,再融资",--,--,金融债,868,2019/05/13
4435,工银国际租赁财务有限公司,ICBCIL Float 05/15/23,100.033,3mL+110,-,600.00 百万,2018-05-15,企业并购融资,--,--,金融债,875,2023/05/15
4436,工银国际租赁财务有限公司,ICBCIL Float 05/15/21,100.000,L+95,-,900.00 百万,2018-05-15,"企业并购融资,一般企业用途",--,--,金融债,876,2021/05/15
4437,中国银行股份有限公司,BCHINA 0 05/11/19,-,0,-,11.70 百万,2018-05-14,--,--,--,金融债,871,2019/05/11
4438,中国工商银行(澳门)股份有限公司,ICBCAS 0 11/09/18,100.000,0,-,10.00 百万,2018-05-14,--,--,--,金融债,27783,2018/11/09
4439,禹洲集团控股有限公司,YUZHOU 7.9 05/11/21,100.000,7.9,-,625.00 百万,2018-05-11,"一般企业用途,再融资",2020/5/21,2020/5/21,地产债,878,2021/05/11
4440,正荣地产集团有限公司,ZHPRHK 8.5 05/10/19,100.000,8.5,-,160.00 百万,2018-05-11,"一般企业用途,再融资",--,--,地产债,880,2019/05/10
4441,中国奥园集团股份有限公司,CAPG 7.5 05/10/21,100.000,7.5,-,425.00 百万,2018-05-10,再融资,2020-5-10,2020-5-10,地产债,884,2021/05/10
4442,中国农业银行股份有限公司,AGRBK Float 05/09/23,100.369,3mL+85,-,10.00 百万,2018-05-09,--,--,--,金融债,102982,2023/05/09
4443,粤港湾控股有限公司,HYDOO 12 05/09/20,100.000,12,-,157.00 百万,2018-05-09,再融资,--,--,地产债,885,2020/05/09
4444,中国进出口银行,EXIMCH 0.67 02/09/22,-,0.67,-,50.00 百万,2018-05-09,--,--,--,金融债,99477,2022/02/09
4445,国泰君安国际控股有限公司,GUOTJU 2.5 05/07/19,-,2.5,-,30.00 百万,2018-05-08,--,--,--,金融债,886,2019/05/07
4446,中国平安保险海外(控股)有限公司,PINGIN 2.65 05/07/19,-,2.65,-,1500.00 百万,2018-05-08,--,--,--,金融债,99547,2019/05/07
4447,山东如意科技集团有限公司,EAGRUY 5.375 05/01/23,-,5.375,-,250.00 百万,2018-05-04,收购融资,2020/5/1、2021/5/1、2022/5/1,2020/5/1,产业债,99372,2023/05/01
4448,山东如意科技集团有限公司,EAGRUY 5.375 05/01/23,-,5.375,-,250.00 百万,2018-05-04,收购融资,2020/5/1、2021/5/1、2022/5/1,2020/5/1,产业债,99440,2023/05/01
4449,中国建设银行股份有限公司,CCB Float 05/04/21,100.000,3mL+80,-,25.00 百万,2018-05-04,--,--,--,金融债,888,2021/05/04
4450,中国工商银行股份有限公司,ICBCAS Float 05/04/20,-,L+70,-,30.00 百万,2018-05-04,--,--,--,金融债,889,2020/05/04
4451,山东如意科技集团有限公司,EAGRUY 7.5 05/01/25,-,7.5,-,690.00 百万,2018-05-04,企业并购融资,2021/5/1、2022/5/1、2023/5/1、2024/5/1,2021/5/1,产业债,902,2025/05/01
4452,山东如意科技集团有限公司,EAGRUY 7.5 05/01/25,-,7.5,-,690.00 百万,2018-05-04,企业并购融资,2021/5/1、2022/5/1、2023/5/1、2024/5/1,2021/5/1,产业债,903,2025/05/01
4453,交通银行股份有限公司,BOCOM 0 05/03/19,97.850,0,2.984,60.00 百万,2018-05-04,--,--,--,金融债,27566,2019/05/03
4454,武夷山有限公司,MUYMOU 7.5 05/05/20,100.000,7.5,-,100.00 百万,2018-05-03,--,--,--,金融债,879,2020/05/05
4455,弘阳集团有限公司,HONGSL 8.5 05/01/19,-,8.5,-,250.00 百万,2018-05-03,"一般企业用途,再融资",--,--,地产债,887,2019/05/01
4456,九龙仓置业地产投资有限公司,WREICL 3.5 05/03/30,-,3.5,-,190.00 百万,2018-05-03,--,--,--,地产债,99463,2030/05/03
4457,国家电网有限公司,CHGRID 1.375 05/02/25,-,1.375,-,500.00 百万,2018-05-02,一般企业用途,--,--,产业债,99395,2025/05/02
4458,国家电网有限公司,CHGRID 2.125 05/02/30,-,2.125,-,350.00 百万,2018-05-02,一般企业用途,--,--,产业债,99403,2030/05/02
4459,香港铁路有限公司,MTRC 2.56 05/02/21,-,2.56,-,413.00 百万,2018-05-02,Green Bond/Loan,--,--,产业债,99418,2021/05/02
4460,武夷山有限公司,MUYMOU 5.9 05/07/19,-,5.9,-,50.00 百万,2018-05-02,--,--,--,金融债,881,2019/05/07
4461,武夷山有限公司,MUYMOU 0 05/07/19,-,0,-,120.00 百万,2018-05-02,--,--,--,金融债,882,2019/05/07
4462,武夷山有限公司,MUYMOU 4.5 05/07/19,-,4.5,-,180.00 百万,2018-05-02,--,--,--,金融债,883,2019/05/07
4463,中国海洋石油有限公司,CNOOC 4.375 05/02/28,101.335,4.375,4.108,1000.00 百万,2018-05-02,公司间贷款,--,--,产业债,891,2028/05/02
4464,中国海洋石油有限公司,CNOOC 3.75 05/02/23,100.115,3.75,3.573,450.00 百万,2018-05-02,公司间贷款,--,--,产业债,892,2023/05/02
4465,国家电网有限公司,CHGRID 3.75 05/02/23,100.139,3.75,3.536,950.00 百万,2018-05-02,--,--,--,产业债,893,2023/05/02
4466,国家电网有限公司,CHGRID 4.25 05/02/28,101.286,4.25,3.993,800.00 百万,2018-05-02,--,--,--,产业债,894,2028/05/02
4467,旭辉控股(集团)有限公司,CIFIHG 6.375 05/02/20,100.000,6.375,-,300.00 百万,2018-05-02,再融资,--,--,地产债,895,2020/05/02
4468,国家电网有限公司,CHGRID 4.25 05/02/28,101.286,4.25,3.993,800.00 百万,2018-05-02,--,--,--,产业债,896,2028/05/02
4469,北控水务集团有限公司,BJEHF 4.95 05/02/23,100.384,4.95,4.367,500.00 百万,2018-05-02,"运营资本,再融资",--,--,产业债,897,2023/05/02
4470,国家电网有限公司,CHGRID 3.75 05/02/23,100.139,3.75,3.536,950.00 百万,2018-05-02,--,--,--,产业债,898,2023/05/02
4471,中国冶金科工股份有限公司,CHMETL 4.95 PERP,100.212,4.95,-,500.00 百万,2018-05-02,"一般企业用途,再融资",2021/5/2、2021/11/2、2022/5/2、2022/11/2、2023/5/2、2023/11/2、2024/5/2、2024/11/2、2025/5/2、2025/11/2,2021/5/2,产业债,900,PERP
4472,建业地产股份有限公司,CENCHI 6.25 05/02/20,-,6.25,-,150.00 百万,2018-05-02,Refinance,--,--,地产债,99460,2020/05/02
4473,国家电网有限公司,CHGRID 1.375 05/02/25,-,1.375,-,500.00 百万,2018-05-02,一般企业用途,--,--,产业债,99466,2025/05/02
4474,海通国际证券集团有限公司,HTISEC 2.1 04/30/19,-,2.1,-,335.00 百万,2018-05-02,--,--,--,金融债,99541,2019/04/30
4475,国家电网有限公司,CHGRID 2.125 05/02/30,-,2.125,-,350.00 百万,2018-05-02,一般企业用途,--,--,产业债,99555,2030/05/02
4476,中国工商银行(澳门)股份有限公司,ICBCAS 0 11/01/18,100.000,0,-,17.40 百万,2018-05-02,--,--,--,金融债,27643,2018/11/01
4477,新鸿基地产发展有限公司,SUNHUN 2.75 04/30/21,-,2.75,-,500.00 百万,2018-04-30,--,--,--,地产债,99443,2021/04/30
4478,中国建设银行股份有限公司,CCB Float 04/30/21,-,3mL+75,-,20.00 百万,2018-04-30,--,--,--,金融债,899,2021/04/30
4479,中国国际金融(国际)有限公司,CICCHK 2.7 04/29/19,-,2.7,-,10.00 百万,2018-04-30,--,--,--,金融债,906,2019/04/29
4480,中国建设银行股份有限公司,CCB Float 04/30/21,100.000,3mL+75bps,-,38.00 百万,2018-04-30,--,--,--,金融债,96748,2021/04/30
4481,恒基兆业地产有限公司,HENLND 2.75 04/27/20,-,2.75,-,684.00 百万,2018-04-27,--,--,--,地产债,99585,2020/04/27
4482,越秀房地产投资信托基金,YXREIT 4.75 04/27/21,100.000,4.75,-,400.00 百万,2018-04-27,"一般企业用途,再融资",--,--,地产债,3428,2021/04/27
4483,中国工商银行股份有限公司,ICBCAS 0 10/26/18,99.375,0,2.895,100.00 百万,2018-04-27,--,--,--,金融债,27546,2018/10/26
4484,中国建设银行股份有限公司,CCB Float 04/26/19,-,L+45,-,40.00 百万,2018-04-26,--,--,--,金融债,905,2019/04/26
4485,远景能源国际有限公司,ENVENE 7.5 04/26/21,100.000,7.5,-,300.00 百万,2018-04-26,"一般企业用途,再融资,绿色债券/贷款",--,--,产业债,907,2021/04/26
4486,中国海外发展有限公司,CHIOLI 4.25 04/26/23,99.683,4.25,4.726,750.00 百万,2018-04-26,"一般企业用途,再融资",--,--,地产债,908,2023/04/26
4487,中国海外发展有限公司,CHIOLI 4.75 04/26/28,94.839,4.75,5.830,750.00 百万,2018-04-26,"一般企业用途,再融资",--,--,地产债,909,2028/04/26
4488,中国建设银行股份有限公司,CCB 0 10/26/18,99.375,0,2.895,100.00 百万,2018-04-26,--,--,--,金融债,27542,2018/10/26
4489,中国进出口银行,EXIMCH Float 04/26/21,100.000,L+60,-,100.00 百万,2018-04-26,--,--,--,金融债,920,2021/04/26
4490,中国进出口银行,EXIMCH Float 04/26/23,100.286,3mL+70,-,200.00 百万,2018-04-26,--,--,--,金融债,924,2023/04/26
4491,中国建设银行股份有限公司,CCB 0 07/25/18,100.000,0,-,100.00 百万,2018-04-25,--,--,--,金融债,27703,2018/07/25
4492,恒基兆业地产有限公司,HENLND 2.8 10/25/20,-,2.8,-,800.00 百万,2018-04-25,--,--,--,地产债,99388,2020/10/25
4493,中国国储能源化工集团股份公司,CHMTPD 15.25 10/25/19,101.750,15.25,8.237,811.46 百万,2018-04-25,--,--,--,产业债,27736,2019/10/25
4494,泛海控股股份有限公司,FANHAI 9.25 04/24/19,-,9.25,-,100.00 百万,2018-04-25,--,--,--,地产债,890,2019/04/24
4495,朗诗绿色管理有限公司,LSEAGN 9.625 04/25/20,100.000,9.625,-,200.00 百万,2018-04-25,"一般企业用途,运营资本,再融资,绿色债券/贷款",--,--,地产债,904,2020/04/25
4496,中国国际金融(国际)有限公司,CICCHK Float 04/25/21,100.000,3mL+120,-,600.00 百万,2018-04-25,"一般企业用途,再融资",--,--,金融债,915,2021/04/25
4497,广州富力地产股份有限公司,GZRFPR 7 04/25/21,100.000,7,-,800.00 百万,2018-04-25,"一般企业用途,再融资",2020/5/21,2020/5/21,地产债,918,2021/04/25
4498,中国国储能源化工集团股份公司,CHMTPD 7.5 10/25/19,100.700,7.5,8.254,3328.66 百万,2018-04-25,--,--,--,产业债,27798,2019/10/25
4499,国泰君安国际控股有限公司,GUOTJU Float 04/23/19,-,L+99,-,100.00 百万,2018-04-24,--,--,--,金融债,910,2019/04/23
4500,中信证券股份有限公司,CITICS 3 07/24/18,-,3,-,29.20 百万,2018-04-24,--,--,--,金融债,911,2018/07/24
4501,龙光集团有限公司,LOGPH 6.875 04/24/21,100.000,6.875,-,400.00 百万,2018-04-24,"一般企业用途,再融资",2020/5/21,2020/5/21,地产债,914,2021/04/24
4502,新疆交通建设投资控股有限公司,XJJJTZ 6.25 04/22/19,100.000,6.25,-,150.00 百万,2018-04-24,--,--,--,城投债,917,2019/04/22
4503,中国宏桥集团有限公司,HONGQI 6.85 04/22/19,100.000,6.85,-,450.00 百万,2018-04-24,再融资,--,--,产业债,919,2019/04/22
4504,中国建设银行股份有限公司,CCB 0 10/24/18,99.391,0,2.895,100.00 百万,2018-04-24,--,--,--,金融债,27565,2018/10/24
4505,仁恒置地集团有限公司,YLLGSP 6.75 04/23/23,95.443,6.75,14.169,350.00 百万,2018-04-23,"一般企业用途,项目融资",2020/1/23、2021/1/23,2020/1/23,地产债,3389,2023/04/23
